090200,004170,256000,5,500,-0.19,33.82,476,161,-315,16,11,-5,971,256000,256000,256000,0,0,0,1129,1509,0,0
090200,004170,256500,3,0,0.0,54.83,476,261,-215,16,12,-4,1071,256500,256500,256500,100,0,1,1007,1488,0,100
090300,004170,256500,3,0,0.0,56.85,482,274,-208,17,15,-2,1090,256500,256500,256500,11,0,2,1041,1541,0,11
090300,004170,255500,5,1000,-0.39,40.95,818,335,-483,28,22,-6,1497,256500,256500,255500,418,11,9,762,1302,336,72
090400,004170,255000,5,1500,-0.58,43.56,900,392,-508,30,35,5,1636,255000,256000,255000,139,2,13,889,1542,82,57
090500,004170,255500,5,1000,-0.39,49.84,931,464,-467,39,43,4,1739,255500,255500,255500,87,5,7,941,1453,19,68
090600,004170,255000,5,1500,-0.58,40.91,1188,486,-702,41,49,8,2018,255000,255000,255000,0,0,0,465,1420,0,0
090600,004170,255000,5,1500,-0.58,40.72,1196,487,-709,42,50,8,2027,254500,255000,254500,9,1,1,471,1393,8,1
090700,004170,255000,5,1500,-0.58,41.65,1234,514,-720,47,56,9,2092,254500,255000,254500,55,4,6,495,1434,28,27
090800,004170,255000,5,1500,-0.58,51.13,1418,725,-693,59,65,6,2487,255000,255000,255000,127,5,2,488,1645,114,13
090800,004170,255500,5,1000,-0.39,59.79,1425,852,-573,61,71,10,2621,255000,255500,255000,261,7,8,484,1681,121,140
090900,004170,255500,5,1000,-0.39,62.48,1450,906,-544,65,80,15,2700,256000,256000,255500,28,3,4,903,1512,14,14
091000,004170,256000,5,500,-0.19,69.68,1451,1011,-440,66,82,16,2806,256000,256000,256000,5,0,1,793,1556,0,5
091000,004170,257500,2,1000,0.39,76.42,1518,1160,-358,70,95,25,3022,256000,257500,256000,221,4,14,2491,1118,67,154
091100,004170,257500,2,1000,0.39,80.78,1738,1404,-334,75,100,25,3486,257500,257500,257500,216,1,2,2602,1348,185,31
091100,004170,258500,2,2000,0.78,87.71,1887,1655,-232,82,118,36,3886,257500,258500,257000,616,8,20,4451,1261,334,282
091200,004170,258000,2,1500,0.58,80.81,2152,1739,-413,84,124,40,4235,258500,258500,258000,349,2,6,4832,1233,265,84
091300,004170,259000,2,2500,0.97,88.01,2185,1923,-262,87,133,46,4452,259000,259000,259000,3,0,1,4800,1030,0,3
091300,004170,259500,2,3000,1.17,93.76,2196,2059,-137,93,144,51,4599,259000,259500,259000,150,6,12,5013,973,11,139
091400,004170,259000,2,2500,0.97,92.47,2259,2089,-170,100,146,46,4692,258500,259000,258500,23,5,1,4498,1063,13,10
091500,004170,257500,2,1000,0.39,87.31,2474,2160,-314,125,156,31,4979,258000,258500,257000,214,11,8,2641,1746,145,69
091600,004170,258500,2,2000,0.78,89.77,2474,2221,-253,125,174,49,5040,258500,258500,258000,49,0,13,4694,1531,0,49
091700,004170,258500,2,2000,0.78,99.96,2512,2511,-1,134,186,52,5368,258500,258500,258500,1,1,0,4812,1552,1,0
