Date,Open,High,Low,Close,Volume
2013-09-05,1943.66,1954.21,1937.82,1951.65,286744000
2013-09-06,1954.11,1962.15,1949.01,1955.31,324987000
2013-09-09,1964.09,1974.67,1962.62,1974.67,270736000
2013-09-10,1978.08,1994.06,1974.59,1994.06,264327000
2013-09-11,1995.96,2003.85,1987.4,2003.85,299411000
2013-09-12,2004.67,2017.48,1995.16,2004.06,359255000
2013-09-13,1994.95,2004.87,1992.26,1994.32,253919000
2013-09-16,2011.69,2018.02,2004.45,2013.37,248501000
2013-09-17,2009.31,2009.31,1994.31,2005.58,264661000
2013-09-23,2000.72,2015.18,1994.77,2009.41,249539000
2013-09-24,2001.51,2011.11,1990.36,2007.1,309360000
2013-09-25,2004.53,2006.88,1988.87,1998.06,294752000
2013-09-26,1992.1,2007.32,1991.1,2007.32,255553000
2013-09-27,2012.26,2016.34,2008.25,2011.8,282342000
2013-09-30,2002.02,2005.41,1994.22,1996.96,292784000
2013-10-01,1997.62,2012.52,1991.22,1998.87,281272000
2013-10-02,2012.07,2012.82,1999.02,1999.47,238251000
2013-10-04,1999.92,2004.65,1985.63,1996.98,241066000
2013-10-07,1997.17,2002.61,1991.02,1994.42,249767000
2013-10-08,1987.97,2002.78,1981.21,2002.76,329570000
2013-10-10,2000.91,2010.0,1997.66,2001.4,222678000
2013-10-11,2018.01,2028.11,2012.66,2024.9,254286000
2013-10-14,2026.07,2026.79,2019.65,2020.27,220739000
2013-10-15,2034.69,2045.5,2033.84,2040.96,233624000
2013-10-16,2040.03,2049.5,2033.75,2034.61,267494000
2013-10-17,2051.19,2052.44,2035.96,2040.61,306925000
2013-10-18,2046.56,2052.4,2041.36,2052.4,257591000
2013-10-21,2054.16,2060.18,2047.83,2053.01,281927000
2013-10-22,2051.01,2056.12,2045.45,2056.12,378783000
2013-10-23,2062.81,2063.28,2035.75,2035.75,367990000
2013-10-24,2034.96,2046.69,2027.93,2046.69,254851000
2013-10-25,2047.46,2047.46,2023.82,2034.39,234838000
2013-10-28,2037.28,2048.14,2030.9,2048.14,257528000
2013-10-29,2046.67,2053.78,2039.46,2051.76,307654000
2013-10-30,2055.0,2059.58,2043.93,2059.58,263429000
2013-10-31,2050.96,2055.59,2030.09,2030.09,254503000
2013-11-01,2037.25,2041.23,2030.57,2039.42,294189000
2013-11-04,2035.08,2035.84,2022.91,2025.17,235243000
2013-11-05,2027.62,2029.6,2010.2,2013.93,257823000
2013-11-06,2015.32,2023.52,2011.41,2013.67,273687000
2013-11-07,2014.85,2017.55,2000.6,2004.04,310946000
2013-11-08,1987.21,1998.59,1984.86,1984.87,287308000
2013-11-11,1995.86,1995.86,1973.05,1977.3,286216000
2013-11-12,1983.94,2000.41,1983.89,1995.48,247354000
2013-11-13,1993.16,1993.16,1963.56,1963.56,251537000
2013-11-14,1980.2,1981.89,1963.42,1967.56,323106000
2013-11-15,1980.99,2006.31,1980.99,2005.64,264691000
2013-11-18,2014.24,2018.17,2009.76,2010.81,313966000
2013-11-19,2009.95,2033.91,2009.47,2031.64,402796000
2013-11-20,2028.34,2029.61,2010.74,2017.24,334802000
2013-11-21,2013.71,2013.71,1985.65,1993.78,292665000
2013-11-22,2002.15,2011.2,1992.48,2006.23,350984000
2013-11-25,2020.0,2031.11,2015.98,2015.98,295511000
2013-11-26,2008.19,2022.66,1998.9,2022.64,275309000
2013-11-27,2016.28,2028.81,2010.84,2028.81,284075000
2013-11-28,2039.73,2047.66,2037.73,2045.77,276271000
2013-11-29,2044.85,2050.7,2038.46,2044.87,245371000
2013-12-02,2050.45,2052.88,2029.1,2030.78,229691000
2013-12-03,2023.62,2028.07,2008.55,2009.36,294947000
2013-12-04,1998.69,2006.71,1986.8,1986.8,230327000
2013-12-05,1993.73,1994.32,1971.44,1984.77,217668000
2013-12-06,1982.99,1990.55,1980.4,1980.41,201896000
2013-12-09,2000.52,2003.97,1997.58,2000.38,230268000
2013-12-10,2000.03,2001.33,1989.41,1993.45,200955000
2013-12-11,1987.22,2000.15,1972.87,1977.97,231373000
2013-12-12,1966.44,1970.51,1958.99,1967.93,255083000
2013-12-13,1963.04,1963.81,1947.44,1962.91,234102000
2013-12-16,1960.6,1970.25,1956.63,1961.15,213506000
2013-12-17,1977.94,1979.62,1962.22,1965.74,253888000
2013-12-18,1971.85,1982.42,1966.18,1974.63,258663000
2013-12-19,1996.79,1997.02,1969.95,1975.65,255817000
2013-12-20,1973.12,1984.44,1972.59,1983.35,247064000
2013-12-23,1993.45,2000.07,1989.0,1996.89,222998000
2013-12-24,2000.24,2007.34,1994.34,2001.59,214693000
2013-12-26,2004.25,2009.96,1997.34,1999.3,230531000
2013-12-27,1994.05,2004.55,1987.58,2002.28,207767000
2013-12-30,2004.32,2011.34,1998.61,2011.34,172231000
2014-01-02,2013.11,2013.89,1967.19,1967.19,207769000
2014-01-03,1963.72,1964.63,1936.15,1946.14,188529000
2014-01-06,1947.62,1961.85,1943.74,1953.28,193630000
2014-01-07,1947.65,1965.74,1947.08,1959.44,193026000
2014-01-08,1965.5,1966.95,1950.02,1958.96,217070000
2014-01-09,1962.3,1964.59,1946.11,1946.11,276402000
2014-01-10,1949.53,1956.97,1931.16,1938.54,262992000
2014-01-13,1947.38,1954.07,1942.83,1948.92,267941000
2014-01-14,1942.79,1961.73,1939.31,1946.07,244063000
2014-01-15,1956.43,1956.84,1945.87,1953.28,250867000
2014-01-16,1957.91,1965.27,1955.79,1957.32,379566000
2014-01-17,1958.5,1962.64,1943.13,1944.48,260911000
2014-01-20,1945.99,1955.28,1934.38,1953.78,279526000
2014-01-21,1955.26,1965.43,1949.56,1963.89,289327000
2014-01-22,1960.46,1970.42,1959.57,1970.42,243856000
2014-01-23,1968.77,1969.04,1947.01,1947.59,229385000
2014-01-24,1941.55,1947.01,1924.49,1940.56,279236000
2014-01-27,1905.91,1918.68,1899.76,1910.34,340433000
2014-01-28,1907.18,1919.26,1904.05,1916.93,270494000
2014-01-29,1925.93,1941.71,1925.52,1941.15,219931000
2014-02-03,1930.09,1931.81,1917.64,1919.96,229649000
2014-02-04,1894.96,1898.08,1885.53,1886.85,250975000
2014-02-05,1897.95,1901.4,1888.47,1891.32,244028000
2014-02-06,1897.35,1910.91,1897.35,1907.89,259440000
2014-02-07,1922.45,1923.25,1910.9,1922.5,272962000
2014-02-10,1928.13,1928.39,1916.4,1923.3,207959000
2014-02-11,1924.45,1935.29,1920.55,1932.06,226381000
2014-02-12,1942.23,1942.23,1933.54,1935.84,225374000
