090200,017370,4535,2,40,0.89,0.0,0,0,0,0,0,0,113,4535,4535,4535,0,0,0,2454,2264,0,0
090300,017370,4535,2,40,0.89,0.0,0,0,0,0,0,0,113,4535,4535,4535,0,0,0,2503,2166,0,0
090400,017370,4535,2,40,0.89,0.0,0,0,0,0,0,0,113,4535,4535,4535,0,0,0,2602,2180,0,0
090500,017370,4535,2,40,0.89,0.0,0,0,0,0,0,0,113,4535,4535,4535,0,0,0,1544,2167,0,0
090600,017370,4560,2,65,1.45,0.0,0,2,2,0,1,1,115,4560,4560,4560,0,0,0,1565,2167,0,0
090700,017370,4560,2,65,1.45,0.0,0,2,2,0,1,1,115,4560,4560,4560,0,0,0,1165,2167,0,0
090800,017370,4560,2,65,1.45,0.0,0,2,2,0,1,1,115,4560,4560,4560,0,0,0,1276,2167,0,0
090900,017370,4560,2,65,1.45,0.0,0,2,2,0,1,1,115,4560,4560,4560,0,0,0,1276,2167,0,0
091000,017370,4510,2,15,0.33,0.74,270,2,-268,2,1,-1,385,4510,4510,4510,270,2,0,1276,2167,270,0
091100,017370,4510,2,15,0.33,0.74,270,2,-268,2,1,-1,385,4510,4510,4510,0,0,0,1280,3017,0,0
091200,017370,4510,2,15,0.33,0.74,270,2,-268,2,1,-1,385,4510,4510,4510,0,0,0,1280,3167,0,0
091300,017370,4510,2,15,0.33,0.74,270,2,-268,2,1,-1,385,4510,4510,4510,0,0,0,1280,3169,0,0
091400,017370,4515,2,20,0.44,0.73,273,2,-271,3,1,-2,388,4515,4515,4515,3,1,0,901,3169,3,0
091500,017370,4510,2,15,0.33,0.68,293,2,-291,4,1,-3,408,4510,4510,4510,20,1,0,883,3167,20,0
091600,017370,4510,2,15,0.33,0.68,293,2,-291,4,1,-3,408,4510,4510,4510,0,0,0,885,3147,0,0
091700,017370,4510,2,15,0.33,0.68,293,2,-291,4,1,-3,408,4510,4510,4510,0,0,0,692,3147,0,0
091800,017370,4510,2,15,0.33,0.68,293,2,-291,4,1,-3,408,4510,4510,4510,0,0,0,839,3147,0,0
091900,017370,4510,2,15,0.33,0.51,393,2,-391,5,1,-4,508,4510,4510,4510,100,1,0,839,3147,100,0
092000,017370,4510,2,15,0.33,0.51,393,2,-391,5,1,-4,508,4510,4510,4510,0,0,0,839,3147,0,0
092100,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,735,1,0,841,3047,735,0
092300,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,974,2345,0,0
092400,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1008,1347,0,0
092500,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1008,1165,0,0
092600,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1008,1393,0,0
092700,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1120,1360,0,0
092800,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1360,0,0
092900,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1360,0,0
093000,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1145,0,0
093100,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1134,0,0
093200,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1144,0,0
093300,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1176,0,0
093400,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1176,0,0
093500,017370,4510,2,15,0.33,0.18,1128,2,-1126,6,1,-5,1243,4510,4510,4510,0,0,0,1220,1176,0,0
093600,017370,4490,5,5,-0.11,0.18,1129,2,-1127,7,1,-6,1244,4490,4490,4490,0,0,0,1220,1176,0,0
093700,017370,4490,5,5,-0.11,0.18,1129,2,-1127,7,1,-6,1244,4490,4490,4490,0,0,0,1220,1175,0,0
093800,017370,4490,5,5,-0.11,0.18,1129,2,-1127,7,1,-6,1244,4490,4490,4490,0,0,0,1220,1175,0,0
093900,017370,4490,5,5,-0.11,0.18,1129,2,-1127,7,1,-6,1244,4490,4490,4490,0,0,0,2676,1175,0,0
094000,017370,4490,5,5,-0.11,0.18,1129,2,-1127,7,1,-6,1244,4490,4490,4490,0,0,0,2676,1175,0,0
094100,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2676,1175,0,0
094200,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1175,0,0
094300,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1175,0,0
094400,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1175,0,0
094500,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1175,0,0
094600,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
094700,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
094800,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
094900,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095000,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095100,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095200,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095300,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095400,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095500,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095600,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095700,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095800,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2601,1301,0,0
095900,017370,4510,2,15,0.33,6.82,1129,77,-1052,7,2,-5,1319,4510,4510,4510,0,0,0,2489,1301,0,0
100100,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2489,1301,0,0
100200,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100300,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100400,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100500,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100600,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100700,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100800,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
100900,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101000,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101100,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101200,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101300,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101400,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101500,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101600,017370,4510,2,15,0.33,42.07,1129,475,-654,7,4,-3,1717,4510,4510,4510,0,0,0,2295,1301,0,0
101700,017370,4455,5,40,-0.89,31.11,1527,475,-1052,12,4,-8,2115,4490,4490,4455,398,5,0,2291,1301,398,0
101800,017370,4455,5,40,-0.89,31.11,1527,475,-1052,12,4,-8,2115,4455,4455,4455,0,0,0,2291,1301,0,0
101900,017370,4455,5,40,-0.89,31.11,1527,475,-1052,12,4,-8,2115,4455,4455,4455,0,0,0,2213,1815,0,0
102000,017370,4455,5,40,-0.89,31.11,1527,475,-1052,12,4,-8,2115,4455,4455,4455,0,0,0,2213,2015,0,0
102200,017370,4475,5,20,-0.44,32.09,1527,490,-1037,12,5,-7,2130,4475,4475,4475,0,0,0,2213,2028,0,0
102300,017370,4475,5,20,-0.44,32.09,1527,490,-1037,12,5,-7,2130,4475,4475,4475,0,0,0,2198,1459,0,0
102400,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2198,1459,0,0
102500,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1455,0,0
102600,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1455,0,0
102700,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1455,0,0
102800,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1455,0,0
102900,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1485,0,0
103000,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1485,0,0
103100,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1485,0,0
103200,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1485,0,0
103300,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1208,0,0
103400,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1208,0,0
103500,017370,4475,5,20,-0.44,33.33,1527,509,-1018,12,6,-6,2149,4475,4475,4475,0,0,0,2179,1208,0,0
103600,017370,4475,5,20,-0.44,59.53,1527,909,-618,12,7,-5,2549,4475,4475,4475,0,0,0,2179,1208,0,0
103700,017370,4475,5,20,-0.44,59.53,1527,909,-618,12,7,-5,2549,4475,4475,4475,0,0,0,1779,1516,0,0
103800,017370,4475,5,20,-0.44,59.53,1527,909,-618,12,7,-5,2549,4475,4475,4475,0,0,0,1779,1516,0,0
103900,017370,4475,5,20,-0.44,59.53,1527,909,-618,12,7,-5,2549,4475,4475,4475,0,0,0,1779,1516,0,0
104100,017370,4475,5,20,-0.44,59.53,1527,909,-618,12,7,-5,2549,4475,4475,4475,0,0,0,1779,1821,0,0
